image,image_class,text
image_0865.png,0,"SFU -.U; OI.‘Tur Couxcu For Touacco Resrarcu-U.S.A., INc..S/o.November 4, 1983.Re: Grant No. 1417R2.Robert J. sklarew, Ph.D..Research Assistant. Professor of Pathology.New York University Research Service.Department of Medicine.New York University School of Medicine.Goldwater Manorial’ Hospital.Roosevelt Island, NY 10044.GC.Dear Dr, Sklarew:.‘The Council for Tobacco Research ~ U.S.A., Inc. is pleased to offer.you a second renewal grant in the amount of $100,000 for the perio’ from Jam.tary 1, 1984 through Decmber 31, 1984 for the study proposed in your applica.tion dated June 10, 1983..‘Be recognize that this appropriation is lees than you requested but.hope that it will suffice to'maintain your stuly at a productive level. If you.wish to accept it, please notify us accordingly and sumit a revised badget to.show how the available funds will be distributed. A new buiget sheet is enclosed.for this purpose..it is understood that this grant is made subject to acceptance by the.institutional authorities as heretofore..Since it concluies the three years originally programed for this study,.it is considered temminal for the project, and a comprehensive final report will.be expected at your convenience after its termination, as well as reprints of any.‘papers resulting from the grant at.any time thereafter,.Your attention is called again to the enclosed ""Important Procedural.‘Information far Grantees""..Dr. Sheldon C. Samers, Scientific Director, and Dr. Robert C. Hockett,.Research Director, will continue to represent our scientific staff as primary con..tacts with your grant. ‘They will be the persone to consult about any questions OF.Problems that may arise, and should be kept informed about the progress of the.‘study,.Please fill in the attached ""Notice of Research Project"" and return it.tom,.2Scoo Y.Cordially,.fect mnrTon, we, r0'K, sommon, 2c, pun.Ercls..ce: Mr, 7. A, Fitegerald.RFGran i."
image_0907.png,0,"DEUS ae.Res mne wa AN.Rascoretee ae cl.: Be Sours wanna.. i Aaa Soe.ie «RRR Ng eyes.1 OU Te.P| aaa ge.. ¢ Pak.Ean a:.HILDA DOUVAS. ”.Promotions Cootdinator.So TAMSTE SEM.""Fax: 7105728425.We.mea.a.a.é.WE WORK.SSS”.via fax: 714/534-4130.November 12, 1996.ye.TO: — Julie - Price/Costco (Los Angeles Region) ae glee.aa ca fe SHALES. og UR.Subject: — January'Camel Menthol B1Q1E (UR #12300 25888) a aye: B.5 SESE PRE cL TERE aie NR.On Decentber 2nd, the Depot will receive 16 shippers (RJR item # 519203) to be £75"" *.packed and shipped with the below listed product to location #420 Oxnard then held for.“Steve's Candy’..SM Brand Styles SMCase Code.2 cases ‘Camel Menthol Box B1G1F 23878.2cases ‘Camel Menthol! Lt. Box B1G1F 23876.Please provide a P.O. for the product and the shippers..Thankyoul.TERMS: Standard Terms: = 3.25% + .5% EFT.BSGSF Extra Tems: 325% + .O% EFT.Payment for packing:..""$28.00. 1 (ve 12M) = $28.00.ec: Ted Thomson, John Viera, RJR Account Mgrs..®.8.3.Fe."
image_0091.png,0,"©.Pe2.@9/27793 20:21.os 7.?_— =.. ‘Allen a |.ALaw Pirm Practicing:.GOVERNMENT RELATIONS.PERSONAL INJURY.ADMINISTRATIVE LAW.EMPLOYMENT LAW.].Gonzalez-.4.Neimeiser , °..|| Amorzssion assocunon|).* Sandra E. Allen.Alma Gonzalez-Neimeiser.September 17, 1993.‘Mr. Ken Walton.Ken Walton & Associates.2551 Blairstone Pines Drive.Tallahassee, Florida 32301.RE: Sue Henderson/Smoker's Rights.‘Dear Mr. Walton:.On behalf of my client, Ms. Sue Henderson, I would like to request your assistance in.obtaining resources to support her legal battle to protect her right of self-expression through.cigarette smoking. You may have read in the Tallahassee Democrat (Enclosed) that Ms..Henderson was terminated from her position as an Assistant Attomey General in July. She.believes that her termination was improperly motivated by the animus of her superiors toward.cigarette smoking and her “off-duty” activities in support of smokers! rights (she has appeared.‘on TV/radio talk shows)..A recent letter on the Tallahassee Democrat Editorial Page is further evidence of the.persecution which smokers experience. We believe that unless Ms. Henderson succeeds in.challenging her employment termination, smokers will face this same devastating form of.harassment. Particularly significant is that state government is Florida's largest employer..The state's ability to use the ""Clean Indoor Act” to intimidate employees will likley have far.reaching implications throughout both public, and private sector employment. ""” ..Agsisting Ms: Henderson in her case will mean So much to her, and to‘¢thers who heve made..“ the personal chéice to smoke cigarettes. Please’advise me 6f your group's ability to.contribute to funding hier legal needs as son as possible. Thank you for your attention. I.look forward to hearing from you soon..Sincerely,.Alma Gonzaléz-Neimeiser, Esq. ..|.H.-.3.=.| 103 North Meridian Street Tallahassee, Florida 32301 Phone 904.561.FIRM (3476) Fax 904.561.0836”."
image_0278.png,0,"From: Jones, Murray W_.To: Amy Thompson; Donald Foreman; John Fish; Tommy Payne.ce:.BCC:.Primary Date: 3/16/1998 12:24:42 PM.Last Modified Date: 1998-Mar-16 16:01 11.Last Touched Date:.Sent Date: 1998-Mar-16 12:24:41.Received Date: 1998-Mar-16 12:24:42.Subject: Ad & Tax Issucs.Attachments:.Gang: Dan Jaffe with the ANA just called relative to two potential battles on tobacco.advertising deductibility:..1 abill by Boxer, Chaffee, and Reed denying deductibility for tobacco advertising unless.we sign/adhere to the consent decrees, and..2. mn the Senate Finance Cmic., Dan says the IRS Reorganization Act needs money, and.they might look at tobacco ad deductibility as a source of revenue..FYI. Let me know if you pick up any movement on the above. Murray,.8.8.g.3.g.8.g.3.RJROO00000009008387.70045 3363."
image_0053.png,0,"Buftl.{3.MM.WILLIAM D. HASSETT JR.th:.July 27, 1976.Ms Norma Parish.he Tobacco Institute, Inc.‘1776 K Street, NW..washington, DC. 20006.Dear Norma:.Mr. Hassett is out of town (and | assume Mr..Dwyer might be travel ng, too)..1 ust talked with Mr Jack Lewis of our area.Grocery Manufacturers Representatives. They.would definitely be interested in hearing Hr..Dyer but they do not meet in the summer months..Should another visit in the September through.May period be scheduled, by all means contact.Mr. Lewis. The group consists of several.tobacco products people and interested general.membership and they would welcome a presentation.by the Tobacco Institute..Very truly yours,.DS cane.Secretary to Mr. Hassett.c Mr, Hassett.TINY 0017324."
image_0084.png,0,"|.RJR INTER-OFFICE MEMORANDUM.June 18, 1986.Feom: Or. Oeborah A. Lee.Ms. Cindy Fulp.Subject: Ames results on sample H8! from Hazleton Biotechnologies, Inc..The following results were obtained for sample H8! (Firnove.Powder 850.005):.@x% SS ACTIVATION.strain TASB strain TAI@®  — strain 1835 strain 1537 = strain 1538.(rev/ma sample) (rev/mg sample) (rev/mg sample) (rev/mg sample) (rev/mg sample).358 (neg) 5.30 (neg) .1IB (neg) =. @BB7_ (neg) negative.10% SS ACTIVATION.strain TA98 = strain TAI@® ~— strain 1535 strain 1537 = strain 1538.e (reving sample) (reving sample) (rev/na sample) (rev/na sample) {rev/na sample).183 (neg) 692 (neg) 1.03 (neg) 1.05 (neg) +816 (neg).Conclusions: The dose range tested was 0, 100, S00, 1000, 2500, S000, and.10000 ug in 5@ ul There was no significant increase in.revertant number with an increase in dose level for sample H8!.with or without $9 activation for any of the S strains..Please feel free to discuss these results with our lab..xe: )6«6Dr. C.K. Lee.Or. G.T. Burger.Or. J.R. Hayes.&.g...o."
image_0123.png,0,"Docexder 29, 196;.Mr, Burney C. Voum..Attorney at La..221 Ashnun street..P.O. Box 516..Sault Ste. Marie, Tchigan 49734.‘it REPLY REFER TO: Our File Mo. 2515.Joan wiitala, Adare. v. P, Lorillard.and Azeriean’ Tobacco Company.Dear Mr, Veun:.T have reviewed your Notion which you have caused to be.filod in this matter..I believe that rany of the matters of which you complain.at this particular tire incofar as the ploacings are.concerned can be talton care of by agrect ont..When you ar:lve here, we can perhaps discuss this matter.and arrive at sone réthod of eatisfying your desires in.rolation to the Coxplaint,.Incidentally, if you have not ascortained the tire and the.date with Judco Brennen, I would suczoct that you do so before.making tho trip in this'arza as there soons to be a very larco.number of motions scheduled for the opening day of tha torn..Sincerely,.g.$.Fd.3.WISTI & JAASKELAINEN.Andrew H. Wisti.AHV/sm.ec: Joan Wiitala."
image_0137.png,0,"Se.LSS KE.Pee rn Mee ees ; - exis.Soke pseansee oe ee OCP eo OS A ES peur..sg RE SOR eS ee Ege.§ ele #4. “. 8 t : Ps.age i ae | fs.MgC =.a fovesteemterse — UNIVERSITE 7 ral.we ‘ “ DE SHERBROOKE . =.ea SS . ie.. a sent z.Ea The State Universite of line Jersey ot:._ Colteve of Eneineerine.Dent.of ceranice. os.ee . Bratt’ ana’ povter tancncbocsh eansose a.pe oN P.O. Box 909. Pigestowsus.gs.a.=.eS Toes «— UNIVERSITE.“ DE SHERBROOKE.———t Us.oy.e a.Dr. Richerd L. Lehaan..The State Univeresty of Mew Jersey.RUTGERS...College of Eneineerine.Dent.of ceranice..Bratt ond Bowser ross. Pusch census..P.O. Box 999. Piecstewss...New Jersey 8436,..U.S.A..&.Deer Dr.Lerman..ae.7 om pleesed to send you the results of snsiveis reevetted.for the seaele(DP-131 50/39 B3 DP-333t16 MESH..He neve run TG/DIGsETIP of solid. @.olved ges enalutis.between 25% to «0dc..“&.Ae wou con see from the TG/DTG results the szecle lost..weiant in two stees (Yie,1620s, The first one between 25¢ £0 1792 i..and the second one betueen 17d to sOdc with totel weient losses, ci..of 535, ae.FTIR seectre of solid (saaele os received) using KEr #..pellet netnoa shove the eresence of givcerin tris 3). 4.The gos ang condensed Iauia evolves trom tne seseie bie:..heating Between S42 to sO8E have Deen collected senerotely see tia..son 'cell and” on a prvsce entranes.een ~.FTIR seectre of solid (saaele os received) using KEr.pellet method shows the eresence of glycerin (fig_3)..The ge part FTIR spectra shows the followins vibra- ice.banos: (F1G.4).4g.CH S7BO=3000 Crt (4).Coz 3708 5 2408 . 780 OF1tVE).co 3159 orc.Cm 3738 C116).HOO 3589. 2000 5 1300 crH1¢5).C-0 $58 creaqu>.4.Pee.te cen feo sew several bongs vith wens intensities.+ a.an ‘| — 2 *.ee co. nga.ee eee ea Petes See Ce.ea RS I ASE score lea, ale ae.aa ee eee tna wee pg..|, Sibu a ee eee ae eee 8 eee eae.oe.iF."
image_0685.png,0,"<<).(¢@.(@.October 13, 1980.Timothy M. Finnegan, Esq..Jacob & Medinger..1270 Avenue of the Americas.New York, NY 10020.Dear Tim;.Please telephone me regarding the attach~.ments for nicotine research at Burke Rehabilitation.Center. Is this a proposal under consideration for.presentation to the Industry? - Or just a matter.for B&W?.Regards,.AJS/pa.Atts..Arthur J. Stevens.be: Mr. C. H. Judge - w/o atts..Mr. B. Myerson ”.So.&.a.r.S.B.N."
image_0875.png,0,"Pree.IFO.BROWN & WILLIANISON TOBACCO CORPORATION.1600 West Hill Street PO, Box S5090+Lauisville, Kentucky (0232.April 25, 1978.MR. EARLE LEVENSTEIN.RRI.Dear Earle:.RE: ARCTIC LIGHTS - Creative Approval.As you know from previous correspondence from Jim Coleman here, we.have a procedure for approval of all creative to be used in any media.vehicle. The format is the rubber stamp which you should have in hand,.It provides spaces for pertinent identifying information as well as spaces.for the signatures required in sequence for final approval..To date, our creative has not progressed through this process. Now..that we are moving toward test market, I'll need two things from you...The first is a chart listing each execution for each media vehicle and the.executions status. Status should include development, rough comp, tight.comp, photo production, retouching, mechanical and art assembly, B&W.Management approval, test proof production, plate engraving, first closing.and first on sale date. Attached is a rough example,.That's a bunch of steps to keep track of but it's going to get pretty difficult.over the next two months and it's imperative we know where everything is.at all times, I would suggest that the status chart be updated weekly by.your production people..The second item is to stamp the one mechanical we have for the EUT TIT.(original Pack/Ice/Iciest) fill in the information and sign where appropriate.for the agency. Then send it down so I can take it through the remainder of.the process here. I would like to have it by May 7. 3.If you have any questions, please call. a.Regards, s.a eee Pd.If you have any questions, please call..Regards,.fe.&.paw.LAR. Lewis, Jr..ce: P, J. Tighe, R, Allen, D. V.Cantrel/ S, M. Finley.Sos..P.S, I will be setting up a meeting]in Chicago to orient your art and.production people with PKG and their processes and procedures..®,.e.650512002.PRODUCED FROM B&W WEB SITE."
image_0243.png,0,"“AL ib.feta.DR -.GERRE.DATE: June 25, 1984.SUBJECT: Weekly Highlights Summary.FROM: MM. D. Wallace.TO: Dr. R. As Lloyd.Project CC.Resulte from blind two-peck testing and Product/Concept Testing.are expected 7/16/84..Project SA.Room Aroma panels are tentatively scheduled for late July of.this year..A short overview of SA will be given to PPT and the new.consultant from Cambridge Group (Rick Kash) 6/27/84..Project XG.New Personnel.Bill Needs was added to security clearance list and will be.helping in statistical analysis of extended run data..Wayne Mabe and Steve Kelly were aesigned to thie project from.QA. An update of this project will be presented to them on.7/2/84,.June Newsome was aseigned to XG from Established Brands. An.orientation for June 1s scheduled for 6/29/84..Packaging.Diane, Cheryl, Floyd Phillips, and Jim Joy had a meeting on.6/21/84. You will be receiving a memo summarizing this.meeting..3.Wave II NFO Test.Prototype making is scheduled for 7/2..¥y.Milly's investigation of CM topdreesing concluded that this.flavor delivery system would not produce the sane.N."
image_0460.png,0,"CABELL MEDINGER FORSYTH & DECKER.(375 PARK AVENUE, NEW YORK 22. N. y.AN. . 19¢2.Memormndum for Miss Brown.Mosers  Chondiey.Hol tzm:.Johneién,._ ae.senha s. my & Wiliiomson.In veesr \ rae eee, mede st the.USL mooting of eOungel Fereidin; this cis, coovon o. the.dieters tn/Precedinyyceses hive been ede rnd con, AS.distribution t Mississipi counsel. Ac 1s (vate i,.Fie, ekes, He veproducthon wes perrormed by the cone!.file, which 1a to be reistursed be the periteting § ep nies.Envolved. “1 should ccegedim 7 oprecions socetving >.chock from eoch ‘at youin the imo at of $148.55 to Cove.your ghere of this expense. Pievse arve ihe whee. saue.Reyapte to Cabell Medinger Pwayih & Deckore-Soe ict.Account No. 3,.Eawin f. Jreoh.§.g.&."
